,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,CustomerID
2579,0,0,0,0,2,2,1,1,202585
2580,1,0,0,0,1,0,2,2,202586
2581,0,1,0,0,2,0,1,2,202587
2582,1,1,0,0,0,3,1,0,202588
2583,0,0,0,0,3,1,0,2,202589
2584,0,0,0,0,2,2,1,1,202590
2585,0,2,1,0,1,2,0,0,202591
2586,0,1,0,0,2,2,0,1,202592
2587,0,0,0,0,2,1,1,2,202593
2588,1,1,0,0,0,2,1,1,202594
2589,0,0,0,1,0,3,0,2,202595
2590,1,0,0,0,0,3,1,1,202596
2591,1,1,0,0,0,2,1,1,202597
2592,0,1,1,1,0,1,1,1,202598
2593,1,1,0,0,1,2,1,0,202599
2594,1,0,0,0,0,3,1,1,202600
2595,0,0,0,0,2,2,0,2,202601
2596,0,0,0,1,0,3,0,2,202602
2597,0,1,0,0,2,2,0,1,202603
2598,0,0,0,0,2,3,0,1,202604
2599,0,1,0,0,2,3,0,0,202605
2600,0,0,0,0,2,3,0,1,202606
2601,0,1,0,1,0,2,0,2,202607
2602,0,1,0,0,2,3,0,0,202608
2603,0,1,0,0,0,1,2,2,202609
2604,0,1,0,0,2,2,0,1,202610
2605,0,1,0,1,0,1,0,3,202611
2606,1,1,1,0,0,0,2,1,202612
2607,0,1,0,0,2,1,1,1,202613
2608,0,0,0,0,3,2,0,1,202614
2609,0,1,0,0,3,0,1,1,202615
2610,0,1,0,0,2,2,1,0,202616
2611,1,1,0,0,0,3,1,0,202617
2612,1,1,0,0,0,1,1,2,202618
2613,0,1,0,0,2,1,0,2,202619
2614,0,1,0,0,2,1,1,1,202620
2615,0,1,0,0,2,1,1,1,202621
2616,0,0,0,1,0,2,0,3,202622
2617,0,1,0,0,2,0,1,2,202623
2618,0,0,0,0,2,2,0,2,202624
2619,0,0,0,0,2,1,1,2,202625
2620,0,0,0,0,2,1,1,2,202626
2621,0,0,0,0,2,3,0,1,202627
2622,1,0,0,0,0,2,1,2,202628
2623,0,0,0,0,2,2,0,2,202629
2624,0,0,0,0,0,3,1,2,202630
2625,0,0,0,0,0,3,2,1,202631
2626,1,2,0,0,0,2,1,0,202632
2627,0,0,1,0,1,1,1,2,202633
2628,0,1,0,0,0,3,1,1,202634
2629,0,0,0,0,2,1,1,2,202635
2630,1,1,0,0,0,2,1,1,202636
2631,0,1,0,0,2,3,0,0,202637
2632,0,1,1,0,1,3,0,0,202638
2633,0,1,0,0,2,2,0,1,202639
2634,1,1,0,0,0,1,2,1,202640
2635,1,1,0,0,0,2,1,1,202641
2636,1,1,0,0,0,2,1,1,202642
2637,1,0,0,0,1,2,1,1,202643
2638,1,1,0,0,1,2,1,0,202644
2639,1,2,0,0,0,2,1,0,202645
2640,0,1,0,0,2,3,0,0,202646
2641,1,0,0,0,0,3,1,1,202647
2642,1,0,0,0,0,3,1,1,202648
2643,0,0,0,1,0,2,0,3,202649
2644,0,1,0,0,2,2,0,1,202650
2645,0,1,0,0,2,1,1,1,202651
2646,1,2,0,0,0,2,1,0,202652
2647,0,0,0,1,0,3,0,2,202653
2648,0,0,0,1,0,3,0,2,202654
2649,0,2,0,1,0,1,1,1,202655
2650,1,2,1,0,0,0,2,0,202656
2651,0,1,0,1,0,2,0,2,202657
2652,0,0,0,0,3,0,1,2,202658
2653,0,1,0,1,0,0,1,3,202659
2654,1,1,1,0,0,1,2,0,202660
2655,0,0,0,0,3,1,1,1,202661
2656,0,1,1,1,0,1,1,1,202662
2657,1,0,0,0,0,2,1,2,202663
2658,1,1,0,0,0,1,2,1,202664
2659,0,0,0,0,2,2,0,2,202665
2660,0,2,0,1,0,2,0,1,202666
2661,0,1,0,1,0,2,0,2,202667
2662,1,1,0,0,0,3,1,0,202668
2663,0,1,0,0,2,2,0,1,202669
2664,0,1,0,0,2,3,0,0,202670
2665,0,1,0,1,0,2,0,2,202671
2666,0,1,1,1,0,1,1,1,202672
2667,0,0,0,0,2,2,1,1,202673
2668,0,1,0,0,2,0,1,2,202674
2669,0,0,0,0,1,3,1,1,202675
2670,0,0,0,0,2,3,0,1,202676
2671,0,0,0,0,0,3,1,2,202677
2672,0,0,0,0,2,3,0,1,202678
2673,0,0,1,0,1,2,0,2,202679
2674,0,1,0,0,2,1,0,2,202680
2675,0,2,0,0,0,2,2,0,202681
2676,0,1,0,0,2,1,0,2,202682
2677,0,1,0,0,2,1,1,1,202683
2678,0,0,0,0,2,2,0,2,202684
2679,1,1,0,0,0,3,1,0,202685
2680,1,1,0,0,0,2,1,1,202686
2681,1,0,0,0,1,2,1,1,202687
2682,0,1,0,0,0,3,1,1,202688
2683,0,1,0,1,0,3,0,1,202689
2684,0,1,0,0,2,1,0,2,202690
2685,1,1,0,0,0,2,1,1,202691
2686,0,0,0,0,2,2,0,2,202692
2687,1,2,0,0,0,2,1,0,202693
2688,0,1,0,1,0,3,0,1,202694
2689,0,1,0,1,1,0,1,2,202695
2690,0,1,0,0,2,1,1,1,202696
2691,1,1,1,0,0,0,2,1,202697
2692,1,0,0,0,0,3,1,1,202698
2693,1,1,0,0,0,1,1,2,202699
2694,0,0,0,0,2,2,0,2,202700
2695,0,0,0,0,0,4,1,1,202701
2696,0,1,0,0,2,2,0,1,202702
2697,0,1,0,0,2,2,1,0,202703
2698,0,2,0,0,2,2,0,0,202704
2699,1,2,0,0,0,2,1,0,202705
2700,1,0,0,0,1,1,2,1,202706
2701,0,0,1,0,2,1,0,2,202707
2702,0,1,0,0,2,1,1,1,202708
2703,1,0,0,0,0,3,1,1,202709
2704,1,0,0,0,0,3,1,1,202710
2705,1,2,0,0,0,2,1,0,202711
2706,0,0,1,0,1,3,0,1,202712
2707,0,1,0,0,2,2,0,1,202713
2708,0,0,0,0,0,3,2,1,202714
2709,0,2,0,1,0,2,0,1,202715
2710,0,0,0,0,2,3,0,1,202716
2711,1,0,0,0,0,3,1,1,202717
2712,0,0,0,0,2,2,1,1,202718
2713,0,1,0,1,0,2,0,2,202719
2714,0,1,0,1,0,1,0,3,202720
2715,1,0,0,0,0,2,1,2,202721
2716,1,2,0,0,0,1,1,1,202722
2717,0,1,0,0,0,3,1,1,202723
2718,0,0,1,0,1,3,0,1,202724
2719,1,1,0,0,0,2,1,1,202725
2720,1,2,0,0,0,1,2,0,202726
2721,1,0,0,0,1,2,1,1,202727
2722,1,1,0,0,0,3,1,0,202728
2723,0,1,0,0,2,0,1,2,202729
2724,0,2,0,0,2,2,0,0,202730
2725,1,1,0,0,0,2,1,1,202731
2726,0,0,0,0,2,3,0,1,202732
2727,0,1,0,0,2,0,1,2,202733
2728,0,2,0,0,0,1,2,1,202734
2729,1,0,0,0,1,1,2,1,202735
2730,0,1,0,0,2,2,0,1,202736
2731,1,0,0,0,0,2,2,1,202737
2732,0,1,0,0,2,3,0,0,202738
2733,0,1,1,0,1,2,0,1,202739
2734,0,1,0,0,2,1,1,1,202740
2735,0,0,0,1,0,3,0,2,202741
2736,0,2,0,0,2,2,0,0,202742
2737,1,0,0,0,0,3,1,1,202743
2738,0,1,1,0,1,1,1,1,202744
2739,0,0,0,0,2,1,1,2,202745
2740,1,0,0,0,0,2,2,1,202746
2741,1,0,0,0,1,2,1,1,202747
2742,0,0,0,1,0,3,0,2,202748
2743,1,2,0,0,0,1,1,1,202749
2744,1,1,0,0,0,2,1,1,202750
2745,0,1,0,1,0,1,0,3,202751
2746,1,2,0,0,0,2,1,0,202752
2747,0,0,0,0,3,2,0,1,202753
2748,1,1,0,0,0,2,1,1,202754
2749,0,2,0,1,0,2,0,1,202755
2750,0,1,0,0,2,2,0,1,202756
2751,0,2,0,1,0,1,0,2,202757
2752,0,0,1,0,1,3,0,1,202758
2753,0,2,0,0,2,0,1,1,202759
2754,0,0,1,0,2,0,1,2,202760
2755,1,0,0,0,0,3,1,1,202761
2756,0,1,0,0,2,0,1,2,202762
2757,1,0,0,0,1,1,1,2,202763
2758,1,1,0,0,0,1,2,1,202764
2759,1,0,0,0,0,3,1,1,202765
2760,1,0,1,0,0,1,2,1,202766
2761,0,0,0,0,2,3,0,1,202767
2762,1,0,0,0,0,2,1,2,202768
2763,0,2,0,1,0,1,0,2,202769
2764,0,1,0,0,0,4,1,0,202770
2765,1,0,0,0,0,2,1,2,202771
2766,1,1,0,0,0,2,2,0,202772
2767,0,1,0,0,0,3,1,1,202773
2768,1,2,0,0,0,1,1,1,202774
2769,1,1,0,0,0,3,1,0,202775
2770,1,2,1,0,0,0,2,0,202776
2771,0,1,0,1,0,1,0,3,202777
2772,1,1,0,0,0,2,1,1,202778
2773,1,0,0,0,0,3,1,1,202779
2774,0,1,0,0,2,2,0,1,202780
2775,0,1,0,0,2,1,1,1,202781
2776,1,0,0,0,0,2,1,2,202782
2777,1,0,0,0,0,2,1,2,202783
2778,1,0,0,0,0,3,1,1,202784
2779,0,1,0,1,0,2,0,2,202785
2780,0,0,1,1,0,1,1,2,202786
2781,1,0,0,0,0,2,1,2,202787
2782,0,0,0,1,1,1,1,2,202788
2783,0,1,0,0,2,2,0,1,202789
2784,1,0,0,0,0,2,2,1,202790
2785,1,1,0,0,0,2,2,0,202791
2786,0,1,1,0,1,0,1,2,202792
2787,1,2,0,0,0,2,1,0,202793
2788,0,0,0,0,3,2,0,1,202794
2789,0,0,0,0,2,2,0,2,202795
2790,0,0,0,1,0,2,0,3,202796
2791,1,0,0,0,0,3,1,1,202797
2792,1,1,0,0,1,1,1,1,202798
2793,1,1,0,0,0,2,1,1,202799
2794,1,1,0,0,0,1,2,1,202800
2795,0,1,0,0,3,0,1,1,202801
2796,1,1,1,0,0,1,2,0,202802
2797,0,1,0,1,0,3,0,1,202803
2798,1,0,0,0,0,3,1,1,202804
2799,0,1,0,0,2,1,0,2,202805
2800,0,1,0,0,2,2,1,0,202806
2801,0,0,0,0,2,1,1,2,202807
2802,0,0,0,0,2,2,0,2,202808
2803,1,1,0,0,0,2,1,1,202809
2804,1,1,0,0,0,2,2,0,202810
2805,0,0,0,1,1,1,1,2,202811
2806,1,0,0,0,0,3,1,1,202812
2807,0,1,0,0,2,1,1,1,202813
2808,0,1,0,0,2,0,1,2,202814
2809,0,1,0,0,2,1,1,1,202815
2810,1,1,0,0,0,1,2,1,202816
2811,0,0,0,0,2,3,0,1,202817
2812,1,1,0,0,0,1,2,1,202818
2813,0,1,0,1,0,1,1,2,202819
2814,1,1,0,0,0,1,1,2,202820
2815,0,1,0,0,2,1,0,2,202821
2816,1,1,0,0,0,2,2,0,202822
2817,0,1,1,0,1,0,1,2,202823
2818,1,0,0,0,0,2,1,2,202824
2819,0,0,0,0,3,2,0,1,202825
2820,0,1,0,0,3,1,1,0,202826
2821,0,0,0,0,2,2,0,2,202827
2822,0,0,0,1,0,3,0,2,202828
2823,0,1,0,0,2,1,0,2,202830
2824,1,0,0,0,0,2,1,2,202831
2825,0,1,0,0,2,1,0,2,202832
2826,1,1,0,0,0,1,2,1,202833
2827,0,1,1,0,1,2,0,1,202834
2828,1,0,0,0,0,2,1,2,202835
2829,0,0,0,0,0,4,1,1,202836
2830,1,1,0,0,0,2,1,1,202837
2831,1,0,0,0,0,2,1,2,202838
2832,0,1,0,0,2,3,0,0,202839
2833,1,1,0,0,0,1,1,2,202840
2834,1,1,0,0,0,0,2,2,202841
2835,1,1,0,0,0,2,1,1,202842
2836,0,1,0,0,2,2,0,1,202843
2837,0,2,0,0,0,3,1,0,202844
2838,0,2,1,0,1,1,0,1,202845
2839,1,0,1,0,1,0,2,1,202846
2840,0,0,0,1,0,3,0,2,202847
2841,1,0,0,0,0,3,1,1,202848
2842,0,0,0,0,2,3,0,1,202849
2843,0,0,0,1,0,3,0,2,202850
2844,0,1,0,0,2,2,0,1,202851
2845,0,1,1,0,1,1,0,2,202852
2846,1,2,0,0,0,1,1,1,202853
2847,1,1,1,0,0,0,2,1,202854
2848,0,1,0,0,0,2,1,2,202855
2849,1,0,0,0,0,2,1,2,202856
2850,1,1,0,0,1,1,1,1,202857
2851,0,0,0,0,3,0,1,2,202858
2852,0,1,0,0,2,2,0,1,202859
2853,0,2,0,0,2,2,0,0,202860
2854,0,1,0,0,0,2,1,2,202861
2855,0,1,0,0,2,1,0,2,202862
2856,0,2,0,0,2,2,0,0,202863
2857,0,0,0,1,0,3,0,2,202864
2858,0,0,0,0,3,1,0,2,202865
2859,0,0,0,0,3,1,1,1,202866
2860,0,2,0,1,0,1,0,2,202867
2861,0,0,1,0,1,3,0,1,202868
2862,0,1,1,0,1,2,0,1,202869
2863,0,1,0,0,2,1,1,1,202870
2864,0,1,0,1,0,2,0,2,202871
2865,1,0,0,0,0,2,1,2,202872
2866,0,1,1,0,1,2,0,1,202873
2867,0,1,0,0,2,1,1,1,202874
2868,1,1,0,0,0,0,2,2,202875
2869,0,1,0,0,2,2,0,1,202876
2870,0,0,0,1,0,2,0,3,202877
2871,0,1,0,1,0,2,0,2,202878
2872,0,0,0,1,0,3,0,2,202879
2873,0,0,0,0,2,3,0,1,202880
2874,0,0,0,0,2,2,1,1,202881
2875,0,1,0,1,0,2,0,2,202882
2876,0,2,0,1,0,2,0,1,202883
2877,0,2,0,1,0,1,0,2,202884
2878,0,2,0,0,2,2,0,0,202885
2879,0,1,0,1,0,2,1,1,202886
2880,0,1,0,0,3,1,1,0,202887
2881,1,0,0,0,0,2,1,2,202888
2882,0,1,1,0,1,0,1,2,202889
2883,1,2,0,0,0,1,2,0,202890
2884,1,0,0,0,0,3,1,1,202891
2885,0,1,1,0,1,0,1,2,202892
2886,0,2,0,0,2,1,0,1,202893
2887,1,1,0,0,0,1,2,1,202894
2888,0,0,0,1,0,3,0,2,202895
2889,1,1,0,0,0,2,1,1,202896
2890,0,2,0,0,2,1,0,1,202897
2891,1,0,0,0,1,2,1,1,202898
2892,0,0,1,0,1,2,0,2,202899
2893,0,1,0,1,0,2,0,2,202900
2894,0,1,0,0,2,2,1,0,202901
2895,0,2,0,1,0,2,0,1,202902
2896,1,2,1,0,0,0,2,0,202903
2897,1,0,0,0,0,3,1,1,202904
2898,1,0,1,0,0,1,2,1,202905
2899,1,1,0,0,0,1,2,1,202906
2900,0,0,0,0,3,1,1,1,202907
2901,0,0,1,1,1,0,1,2,202908
2902,0,1,0,1,0,2,0,2,202909
2903,0,1,1,0,1,1,0,2,202910
2904,0,1,0,1,0,3,0,1,202911
2905,1,0,0,0,1,2,1,1,202912
2906,1,2,0,0,0,2,1,0,202913
2907,0,1,0,0,2,3,0,0,202914
2908,1,0,0,0,0,2,1,2,202915
2909,1,1,0,0,0,1,1,2,202916
2910,0,1,0,0,0,3,1,1,202917
2911,0,0,0,0,2,3,0,1,202918
2912,1,0,0,0,0,3,1,1,202919
2913,0,1,0,0,2,2,0,1,202920
2914,0,1,0,0,0,4,1,0,202921
2915,0,0,0,0,2,3,0,1,202922
2916,0,2,0,0,2,1,0,1,202923
2917,0,2,0,0,2,2,0,0,202924
2918,0,1,0,0,2,2,0,1,202925
2919,1,0,0,0,0,3,1,1,202926
2920,1,1,0,0,0,1,2,1,202927
2921,1,0,0,0,0,3,1,1,202928
2922,0,0,0,0,2,2,0,2,202929
2923,1,0,0,0,0,3,1,1,202930
2924,0,1,0,0,2,0,1,2,202931
2925,1,1,0,0,0,1,1,2,202932
2926,0,1,1,0,1,2,0,1,202933
2927,0,1,0,0,2,0,1,2,202934
2928,1,1,0,0,0,3,1,0,202935
2929,0,1,1,0,1,1,0,2,202936
2930,1,1,1,0,0,0,2,1,202937
2931,0,0,0,0,3,1,0,2,202938
2932,0,0,0,0,2,3,0,1,202939
2933,0,0,0,0,3,1,1,1,202940
2934,0,1,0,0,0,3,1,1,202941
2935,0,0,0,0,2,3,0,1,202942
2936,1,0,0,0,0,3,1,1,202943
2937,1,1,0,0,0,1,1,2,202944
2938,0,1,0,0,2,2,0,1,202945
2939,1,0,1,0,0,1,2,1,202946
2940,0,1,0,0,2,2,0,1,202947
2941,1,2,0,0,0,1,1,1,202948
2942,0,1,0,0,2,1,0,2,202949
2943,0,1,0,1,0,2,0,2,202950
2944,1,0,0,0,0,2,1,2,202951
2945,1,1,0,0,0,1,2,1,202952
2946,1,2,0,0,0,2,1,0,202953
2947,0,0,0,1,0,3,0,2,202954
2948,1,0,0,0,0,3,1,1,202955
2949,0,0,0,0,2,2,1,1,202956
2950,0,0,0,0,2,2,1,1,202957
2951,0,2,0,0,2,1,1,0,202958
2952,0,2,0,0,2,2,0,0,202959
2953,0,0,0,0,2,3,0,1,202960
2954,1,1,0,0,0,2,1,1,202961
2955,1,0,0,0,0,1,2,2,202962
2956,0,2,0,0,2,2,0,0,202963
2957,1,0,0,0,0,3,1,1,202964
2958,1,1,0,0,0,2,1,1,202965
2959,0,1,0,0,2,1,1,1,202966
2960,0,0,0,0,2,3,0,1,202967
2961,0,0,1,1,0,1,1,2,202968
2962,1,1,0,0,0,0,2,2,202969
2963,1,0,0,0,1,0,2,2,202970
2964,1,0,0,0,0,2,2,1,202971
2965,1,1,0,0,1,2,1,0,202972
2966,1,1,1,0,0,0,2,1,202973
2967,0,1,0,1,0,1,0,3,202974
2968,0,1,0,1,0,0,1,3,202975
2969,1,0,0,0,0,2,2,1,202976
2970,0,2,0,1,0,2,0,1,202977
2971,0,1,1,0,1,2,0,1,202978
2972,0,1,0,0,0,3,1,1,202979
2973,1,0,0,0,0,2,2,1,202980
2974,0,2,0,1,0,2,0,1,202981
2975,0,1,0,0,0,3,1,1,202982
2976,0,0,0,0,2,3,0,1,202983
2977,0,1,0,0,2,0,1,2,202984
2978,0,2,0,1,0,1,0,2,202985
2979,0,1,1,1,0,0,1,2,202986
2980,0,1,0,0,2,2,1,0,202987
2981,0,1,1,0,1,2,0,1,202988
2982,1,0,0,0,0,3,1,1,202989
2983,0,1,0,0,2,1,1,1,202990
2984,0,1,0,0,2,3,0,0,202991
2985,1,2,0,0,0,2,1,0,202992
2986,1,0,1,0,0,1,2,1,202993
2987,0,0,0,0,2,3,0,1,202994
2988,1,1,0,0,0,1,1,2,202995
2989,0,0,1,0,1,3,0,1,202996
2990,0,0,0,0,2,1,1,2,202997
2991,1,0,1,0,0,1,2,1,202998
2992,0,0,0,0,2,3,0,1,202999
2993,1,1,0,0,0,1,2,1,203000
2994,1,2,0,0,0,1,1,1,203001
2995,1,2,0,0,0,2,1,0,203002
2996,0,0,0,0,2,3,0,1,203003
2997,1,1,0,0,0,1,1,2,203004
2998,0,0,1,0,1,3,0,1,203005
2999,0,1,0,0,2,1,1,1,203006
3000,1,0,1,0,0,1,2,1,203007
3001,1,0,0,0,1,1,2,1,203008
3002,0,0,0,0,2,2,1,1,203009
3003,1,2,1,0,0,0,2,0,203010
3004,1,1,0,0,0,1,2,1,203011
3005,0,0,0,0,0,4,1,1,203012
3006,0,2,0,1,0,1,1,1,203013
3007,0,1,0,0,2,3,0,0,203014
3008,0,2,0,0,2,1,0,1,203015
3009,1,0,0,0,0,2,1,2,203016
3010,1,0,0,0,1,1,2,1,203017
3011,0,1,0,0,2,0,1,2,203018
3012,1,0,0,0,0,2,1,2,203019
3013,1,1,0,0,0,3,1,0,203020
3014,0,1,0,0,2,1,0,2,203021
3015,1,2,1,0,0,0,2,0,203022
3016,0,0,0,0,2,1,1,2,203023
3017,0,1,0,0,2,1,0,2,203024
3018,0,1,0,0,2,2,0,1,203025
3019,1,1,0,0,0,2,1,1,203026
3020,1,1,0,0,0,1,1,2,203027
3021,0,2,0,0,0,3,1,0,203028
3022,0,1,0,0,2,2,0,1,203029
3023,0,2,0,0,2,2,0,0,203030
3024,1,1,0,0,0,1,1,2,203031
3025,0,0,1,0,1,3,0,1,203032
3026,0,1,0,0,2,1,0,2,203033
3027,0,0,0,1,0,3,0,2,203034
3028,1,0,1,0,0,1,2,1,203035
3029,0,1,1,0,1,1,0,2,203036
3030,1,1,0,0,0,1,1,2,203037
3031,0,1,0,0,2,2,0,1,203038
3032,0,1,0,0,0,2,2,1,203039
3033,0,1,0,0,2,0,1,2,203040
3034,1,1,0,0,0,1,1,2,203041
3035,0,0,0,0,2,2,1,1,203042
3036,0,1,0,0,2,2,0,1,203043
3037,1,1,0,0,0,1,1,2,203044
3038,1,1,0,0,0,2,2,0,203045
3039,1,0,1,0,0,1,2,1,203046
3040,0,1,0,0,2,0,1,2,203047
3041,1,1,0,0,0,2,1,1,203048
3042,1,2,0,0,0,2,1,0,203049
3043,0,2,0,0,2,0,1,1,203050
3044,0,0,0,1,0,2,0,3,203051
3045,1,0,0,0,0,2,2,1,203052
3046,0,1,1,0,1,2,0,1,203053
3047,0,0,0,1,1,2,0,2,203054
3048,0,1,0,1,0,1,1,2,203055
3049,1,0,0,0,0,2,1,2,203056
3050,0,1,0,0,2,2,0,1,203057
3051,0,1,0,0,2,2,0,1,203058
3052,0,1,0,0,2,3,0,0,203059
3053,0,0,1,0,1,2,0,2,203060
3054,1,0,0,0,0,2,2,1,203061
3055,0,0,0,0,2,2,1,1,203062
3056,1,0,0,0,0,3,1,1,203063
3057,0,0,0,0,2,1,1,2,203064
3058,1,1,0,0,0,2,1,1,203065
3059,1,1,0,0,0,2,1,1,203066
3060,0,2,0,0,2,2,0,0,203067
3061,0,0,0,1,0,2,0,3,203068
3062,0,0,0,1,0,3,0,2,203069
3063,1,0,0,0,0,2,1,2,203070
3064,0,1,1,0,1,2,0,1,203071
3065,1,0,0,0,0,3,1,1,203072
3066,0,0,0,0,2,3,0,1,203073
3067,1,1,0,0,0,2,1,1,203074
3068,0,1,0,0,2,2,0,1,203075
3069,0,1,0,0,2,2,1,0,203076
3070,0,1,0,0,2,2,0,1,203077
3071,1,1,0,0,0,2,1,1,203078
3072,0,1,0,1,0,1,0,3,203079
3073,0,2,0,0,2,1,0,1,203080
3074,0,2,0,0,2,2,0,0,203081
3075,1,0,0,0,0,3,1,1,203082
3076,0,0,0,0,3,1,0,2,203083
3077,0,2,0,0,2,2,0,0,203084
3078,1,2,0,0,0,2,1,0,203085
3079,0,0,0,0,2,3,0,1,203086
3080,1,1,0,0,0,1,1,2,203087
3081,0,1,0,0,2,2,0,1,203088
3082,0,0,0,0,2,2,0,2,203089
3083,0,0,1,0,1,3,0,1,203090
3084,0,0,0,1,1,2,0,2,203091
3085,0,1,0,0,2,2,0,1,203092
3086,0,1,1,0,1,0,1,2,203093
3087,1,2,0,0,0,1,1,1,203094
3088,1,0,0,0,0,2,1,2,203095
3089,0,1,0,1,0,2,1,1,203096
3090,0,2,1,0,1,2,0,0,203097
3091,1,1,0,0,0,1,1,2,203098
3092,0,1,0,0,2,2,0,1,203099
3093,0,1,0,0,2,1,1,1,203100
3094,0,0,0,0,2,2,0,2,203101
3095,0,1,0,0,2,2,0,1,203102
3096,1,0,0,0,0,2,2,1,203103
3097,0,2,0,0,2,2,0,0,203104
3098,1,1,0,0,0,1,1,2,203105
3099,0,0,0,0,2,1,1,2,203106
3100,0,1,0,0,2,0,1,2,203107
3101,1,1,0,0,0,2,1,1,203108
3102,0,1,0,0,2,0,1,2,203109
3103,1,1,0,0,0,1,1,2,203110
3104,0,1,0,0,2,1,0,2,203111
3105,0,0,0,0,2,2,0,2,203112
3106,0,0,0,0,2,3,0,1,203113
3107,0,1,0,0,2,0,1,2,203114
3108,0,1,0,0,2,2,0,1,203115
3109,1,0,1,0,0,1,2,1,203116
3110,0,1,0,0,2,1,1,1,203117
3111,0,0,0,1,1,1,0,3,203118
3112,0,1,0,0,2,2,0,1,203119
3113,1,1,0,0,0,1,1,2,203120
3114,0,1,0,1,0,1,0,3,203121
3115,0,0,0,0,2,3,0,1,203122
3116,1,1,0,0,0,2,1,1,203123
3117,0,1,0,0,2,1,1,1,203124
3118,0,0,0,1,1,1,0,3,203125
3119,0,2,0,0,2,1,0,1,203126
3120,0,0,0,0,2,3,0,1,203127
3121,0,0,0,1,0,3,0,2,203128
3122,1,1,0,0,0,2,2,0,203129
3123,0,0,0,0,2,2,1,1,203130
3124,0,0,0,0,2,2,1,1,203131
3125,0,1,0,0,2,1,1,1,203132
3126,0,0,0,0,3,1,1,1,203133
3127,1,0,0,0,0,2,1,2,203134
3128,0,1,0,0,2,3,0,0,203135
3129,1,0,0,0,0,2,1,2,203136
3130,0,1,0,1,0,2,0,2,203137
3131,1,1,1,0,0,0,2,1,203138
3132,0,1,0,1,0,2,0,2,203139
3133,1,2,0,0,0,2,1,0,203140
3134,0,1,0,0,3,1,0,1,203141
3135,1,0,0,0,0,2,1,2,203142
3136,0,1,1,0,1,2,0,1,203143
3137,0,0,0,0,3,1,1,1,203144
3138,0,0,1,0,1,3,0,1,203145
3139,0,1,0,1,0,2,0,2,203146
3140,1,1,1,0,1,0,2,0,203147
3141,0,1,0,1,0,2,0,2,203148
3142,0,1,0,1,0,1,1,2,203149
3143,0,2,1,0,1,0,1,1,203150
3144,1,1,0,0,0,3,1,0,203151
3145,1,1,0,0,1,2,1,0,203152
3146,0,1,0,0,2,2,1,0,203153
3147,0,2,1,0,1,1,1,0,203154
3148,0,1,0,0,2,0,1,2,203155
3149,0,1,0,0,2,0,1,2,203156
3150,0,0,0,0,2,2,0,2,203157
3151,0,0,1,0,1,3,0,1,203158
3152,1,2,0,0,0,1,1,1,203159
3153,0,1,0,0,0,4,1,0,203160
3154,0,0,0,0,3,1,0,2,203161
3155,1,2,0,0,0,2,1,0,203162
3156,1,1,0,0,0,0,2,2,203163
3157,0,1,0,0,2,1,0,2,203164
3158,0,1,1,0,1,2,0,1,203165
3159,0,1,0,0,2,3,0,0,203166
3160,0,0,0,1,0,3,0,2,203167
3161,1,0,0,0,0,2,1,2,203168
3162,0,1,0,0,2,2,0,1,203169
3163,1,2,0,0,0,1,1,1,203170
3164,0,2,0,0,2,1,1,0,203171
3165,0,0,0,1,1,1,0,3,203172
3166,0,0,0,1,0,2,0,3,203173
3167,0,1,0,1,0,1,0,3,203174
3168,0,0,0,0,2,1,1,2,203175
3169,0,1,0,0,2,1,1,1,203176
3170,1,0,0,0,0,3,1,1,203177
3171,0,1,0,0,2,2,0,1,203178
3172,1,1,0,0,0,1,2,1,203179
3173,0,1,0,1,0,1,1,2,203180
3174,1,0,1,0,0,1,2,1,203181
3175,0,1,1,0,1,1,0,2,203182
3176,1,1,0,0,0,1,1,2,203183
3177,0,1,0,0,2,2,0,1,203184
3178,0,0,0,0,0,4,1,1,203185
3179,0,1,0,0,2,2,0,1,203186
3180,0,1,1,0,1,0,1,2,203187
3181,1,0,0,0,0,2,1,2,203188
3182,1,1,0,0,0,3,1,0,203189
3183,0,2,0,0,0,2,1,1,203190
3184,1,1,0,0,0,1,2,1,203191
3185,1,1,0,0,0,2,2,0,203192
3186,0,0,0,0,0,3,1,2,203193
3187,0,0,1,0,1,2,0,2,203194
3188,1,2,0,0,0,1,1,1,203195
3189,0,1,0,0,2,0,1,2,203196
3190,0,1,0,1,0,1,1,2,203197
3191,0,2,0,0,2,0,1,1,203198
3192,0,1,1,0,1,1,0,2,203199
3193,0,1,0,0,2,1,1,1,203200
3194,1,0,0,0,0,3,1,1,203201
3195,0,0,0,1,1,2,0,2,203202
3196,0,0,0,0,2,2,1,1,203203
3197,0,1,0,1,0,2,0,2,203204
3198,1,1,0,0,0,2,1,1,203205
3199,0,2,0,0,2,2,0,0,203206
3200,0,1,0,0,2,1,0,2,203207
3201,0,0,0,0,2,3,0,1,203208
3202,0,2,0,0,2,2,0,0,203209
3203,0,0,0,0,0,4,1,1,203210
3204,1,1,0,0,0,0,2,2,203211
3205,1,0,0,0,0,3,1,1,203212
3206,0,1,0,0,2,2,0,1,203213
3207,0,0,0,0,0,4,1,1,203214
3208,0,1,0,1,0,1,0,3,203215
3209,0,1,0,0,2,2,0,1,203216
3210,0,0,1,1,0,1,1,2,203217
3211,0,1,1,0,1,2,1,0,203218
3212,0,0,0,1,0,3,0,2,203219
